		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
111001000   24   25   22   22   30   36   31   26  9.496286 0.302173 SUCCESS 122
111001010   23   23   29   20   16   27   25   30  6.502152 0.591169 SUCCESS 123
111001100   12   25   23   22   28   18   30   22 10.711681 0.218577 SUCCESS 124
111010000   15   27   20   19   31   21   22   25  8.678079 0.370176 SUCCESS 125
111010010   15   29   29   19   14   27   24   32 14.093736 0.079355 SUCCESS 126
111010100   20   22   31   17   26   25   28   21  6.391601 0.603455 SUCCESS 127
111010110   32   29   29   24   24   19   27   24  5.783904 0.671423 SUCCESS 128
111011000   27   27   22   25   30   34   20   26  6.995989 0.537066 SUCCESS 129
111011010   24   27   24   29   18   18   25   26  4.790272 0.779739 SUCCESS 130
111011100   25   32   26   27   30   17   26   25  6.631238 0.576890 SUCCESS 131
111100000   27   22   16   31   16   26   19   29 10.593849 0.225791 SUCCESS 132
111100010   27   31   30   23   29   24   26   26  4.666482 0.792555 SUCCESS 133
111100100   22   24   22   23   26   25   25   21  1.205651 0.996586 SUCCESS 134
111100110   17   17   23   32   27   23   29   22  8.679403 0.370059 SUCCESS 135
111101000   30   24   25   25   30   20   24   24  3.529200 0.896912 SUCCESS 136
111101010   16   23   31   20   30   22   31   19 10.391283 0.238629 SUCCESS 137
111101100   34   24   22   18   30   24   22   22  7.714237 0.461870 SUCCESS 138
111101110   27   29   25   29   35   23   22   18  8.919040 0.349172 SUCCESS 139
111110000   25   25   18   33   26   23   29   19  7.223048 0.512770 SUCCESS 140
111110010   19   24   26   21   25   26   26   28  2.621626 0.955818 SUCCESS 141
111110100   24   26   27   27   21   19   22   25  2.671937 0.953231 SUCCESS 142
111110110   31   30   28   18   30   19   22   30  9.596907 0.294465 SUCCESS 143
111111000   27   32   17   36   22   23   27   14 15.950589 0.043093 SUCCESS 144
111111010   29   22   25   23   28   16   20   25  5.611789 0.690626 SUCCESS 145
111111100   32   24   21   29   20   20   31   18  9.061366 0.337146 SUCCESS 146
111111110   29   25   17   22   25   23   32   14 10.602455 0.225258 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   22   21   23   24   24   28   22   31  3.468960 0.901585 SUCCESS   0
000000011   21   24   26   24   13   25   24   30  7.467318 0.487151 SUCCESS   1
000000101   23   18   22   27   25   12   19   28 10.660047 0.221715 SUCCESS   2
000000111   22   29   27   23   18   27   34   25  7.452755 0.488662 SUCCESS   3
000001001   29   31   32   29   23   21   22   18  8.639023 0.373656 SUCCESS   4
000001011   30   14   16   29   19   15   20   29 16.489441 0.035887 SUCCESS   5
000001101   21   23   20   28   24   19   29   36  9.782262 0.280642 SUCCESS   6
000001111   29   22   26   25   11   33   29   25 12.917398 0.114723 SUCCESS   7
000010001   19   27   27   18   15   23   20   20  9.007083 0.341699 SUCCESS   8
000010011   25   25   36   22   30   21   25   23  7.893633 0.443929 SUCCESS   9
000010101   26   22   31   25   21   27   17   23  5.392012 0.714973 SUCCESS  10
000010111   21   18   27   23   24   22   21   19  4.567847 0.802607 SUCCESS  11
000011001   26   25   26   25   32   29   31   19  6.674267 0.572149 SUCCESS  12
000011011   17   18   19   14   26   22   30   24 11.557691 0.172056 SUCCESS  13
000011101   27   35   25   22   26   28   24   30  7.301823 0.504446 SUCCESS  14
000011111   30   16   20   34   22   27   19   28 11.357774 0.182239 SUCCESS  15
000100011   24   30   34   15   22   21   21   30 11.535846 0.173145 SUCCESS  16
000100101   27   26   25   35   19   28   25   18  8.706544 0.367653 SUCCESS  17
000100111   26   24   32   19   28   19   18   27  7.603686 0.473108 SUCCESS  18
000101001   14   19   30   25   26   25   25   35 12.061458 0.148483 SUCCESS  19
000101011   19   21   32   22   18   23   27   21  7.009228 0.535637 SUCCESS  20
000101101   33   16   13   30   19   26   31   29 17.043518 0.029659 SUCCESS  21
000101111   23   17   30   23   26   21   23   25  4.510255 0.808406 SUCCESS  22
000110011   25   25   28   28   27   29   26   23  2.505118 0.961492 SUCCESS  23
000110101   20   24   21   22   31   27   23   20  4.594988 0.799856 SUCCESS  24
000110111   22   29   23   23   21   17   29   21  5.501238 0.702903 SUCCESS  25
000111001   31   22   17   26   33   20   25   23  8.570177 0.379841 SUCCESS  26
000111011   25   33   26   16   19   34   27   25 11.689425 0.165608 SUCCESS  27
000111101   24   23   25   16   16   29   21   33 10.602455 0.225258 SUCCESS  28
000111111   30   21   17   28   31   25   19   20  8.603276 0.376860 SUCCESS  29
001000011   23   20   21   24   23   28   20   32  5.298672 0.725229 SUCCESS  30
001000101   22   21   33   24   22   20   27   24  5.231151 0.732609 SUCCESS  31
001000111   29   31   29   18   31   16   27   32 12.944539 0.113772 SUCCESS  32
001001011   31   26   24   28   28   27   24   20  4.173969 0.841096 SUCCESS  33
001001101   30   35   23   27   28   30   25   23  8.437781 0.391915 SUCCESS  34
001001111   18   15   28   16   28   13   22   29 16.209424 0.039479 SUCCESS  35
001010011   16   31   22   23   26   24   23   31  7.205836 0.514596 SUCCESS  36
001010101   33   20   25   23   36   34   20   20 15.299863 0.053570 SUCCESS  37
001010111   21    9   23   23   21   13   21   22 17.427466 0.025953 SUCCESS  38
001011011   26   23   23   30   26   25   12   24  8.247131 0.409710 SUCCESS  39
001011101   21   20   20   25   19   15   21   18  9.344693 0.314058 SUCCESS  40
001011111   28   24   27   24   22   26   20   17  4.340788 0.825142 SUCCESS  41
001100101   25   23   26   24   26   26   30   19  2.994983 0.934672 SUCCESS  42
001100111   29   20   28   26   18   29   18   27  7.027764 0.533640 SUCCESS  43
001101011   22   26   28   25   38   25   24   27  9.064014 0.336925 SUCCESS  44
001101101   21   27   20   21   25   27   21   23  2.959236 0.936890 SUCCESS  45
001101111   23   24   20   24   28   25   25   22  1.739869 0.987975 SUCCESS  46
001110101   27   26   24   30   34   26   25   33  8.895871 0.351156 SUCCESS  47
001110111   25   26   18    9   24   31   17   17 18.395281 0.018451 SUCCESS  48
001111011   23   26   20   10   12   27   33   29 20.625491 0.008212 FAILURE  49
001111101   21   23   20   24   23   26   24   27  1.883519 0.984377 SUCCESS  50
001111111   22   21   22   31   25   25   23   27  3.223366 0.919568 SUCCESS  51
010000011   29   13   21   31   17   32   15   22 17.490354 0.025389 SUCCESS  52
010000111   30   23   24   27   22   33   13   29 11.485536 0.175676 SUCCESS  53
010001011   23   25   27   25   31   21   28   25  3.300817 0.914087 SUCCESS  54
010001111   27   32   30   23   26   19   29   33  9.522104 0.300181 SUCCESS  55
010010011   22   22   33   24   25   21   28   25  4.698257 0.789286 SUCCESS  56
010010111   34   22   24   29   23   19   26   20  7.299175 0.504725 SUCCESS  57
010011011   29   27   12   30   26   25   19   22 10.628272 0.223664 SUCCESS  58
010011111   26   17   25   14   27   18   23   28  9.677669 0.288382 SUCCESS  59
010100011   21   28   24   32   32   17   29   24  9.164635 0.328599 SUCCESS  60
010100111   18   26   23   22   25   23   33   32  7.850605 0.448198 SUCCESS  61
010101011   33   35   25   23   38   28   21   21 17.360606 0.026566 SUCCESS  62
010101111   23   22   30   26   27   19   16   24  6.281051 0.615782 SUCCESS  63
010110011   26   25   19   19   23   26   25   29  3.697343 0.883346 SUCCESS  64
010110111   17   33   24   23   22   27   26   26  6.290980 0.614673 SUCCESS  65
010111011   28   23   26   27   26   23   16   11 11.813216 0.159734 SUCCESS  66
010111111   16   18   29   24   23   26   19   26  7.161484 0.519314 SUCCESS  67
011000111   18   30   24   13   24   24   30   33 13.052442 0.110058 SUCCESS  68
011001111   22   22   26   27   17   27   25   31  5.350307 0.719562 SUCCESS  69
011010111   23   29   19   22   38   31   25   16 15.146284 0.056363 SUCCESS  70
011011111   17   26   24   25   23   28   30   30  5.740875 0.676232 SUCCESS  71
011101111   24   25   21   21   24   25   17   19  4.576453 0.801736 SUCCESS  72
011111111   19   23   26   28   20   24   26   34  6.816592 0.556544 SUCCESS  73
100000000   22   21   23   24   24   28   22   31  3.468960 0.901585 SUCCESS  74
100010000   23   26   20   26   19   24   25   27  2.663331 0.953679 SUCCESS  75
100100000   20   19   19   26   18   33   24   16 11.261787 0.187303 SUCCESS  76
100101000   17   29   20   23   25   30   21   27  6.239346 0.620441 SUCCESS  77
100110000   26   20   40   31   29   28   22   26 14.886126 0.061398 SUCCESS  78
100111000   28   21   34   28   22   20   23   25  6.655731 0.574190 SUCCESS  79
101000000   26   24   23   22   17   21   24   22  3.500735 0.899133 SUCCESS  80
101000100   26   21   28   24   17   32   26   17  8.349075 0.400135 SUCCESS  81
101001000   14   21   23   27   27   24   31   26  7.688420 0.464483 SUCCESS  82
101001100   31   31   23   30   29   31   22   24  8.098847 0.423875 SUCCESS  83
101010000   27   20   22   22   25   30   21   29  4.324900 0.826685 SUCCESS  84
101010100   32   22   24   20   22   37   25   29 11.402126 0.179938 SUCCESS  85
101011000   30   25   30   24   21   28   28   22  4.512902 0.808141 SUCCESS  86
101011100   21   22   25   27   33   26   23   24  4.367929 0.822496 SUCCESS  87
101100000   26   25   24   20   29   25   29   27  3.046617 0.931398 SUCCESS  88
101100100   15   19   23   20   31   27   22   22  8.500007 0.386211 SUCCESS  89
101101000   27   20   30   23   22   36   24   19  9.706134 0.286260 SUCCESS  90
101101100   26   23   20   18   31   19   11   23 13.515166 0.095311 SUCCESS  91
101110000   24   29   31   20   22   19   26   26  5.265573 0.728851 SUCCESS  92
101110100   18   23   15   16   15   25   22   18 14.283724 0.074663 SUCCESS  93
101111000   21   21   25   27   29   22   26   22  2.773882 0.947737 SUCCESS  94
101111100   25   29   15   19   17   28   20   26  9.686275 0.287739 SUCCESS  95
110000000   21   28   30   22   25   26   28   31  5.131854 0.743395 SUCCESS  96
110000010   23   23   24   29   22   20   18   24  3.874092 0.868301 SUCCESS  97
110000100   27   20   28   18   24   28   20   19  6.001033 0.647116 SUCCESS  98
110001000   23   26   30   31   21   18   22   37 12.562577 0.127813 SUCCESS  99
110001010   27   14   36   28   25   22   24   25 11.400802 0.180007 SUCCESS 100
110010000   24   28   21   19   22   24   22   19  4.009136 0.856298 SUCCESS 101
110010010   22   20   23   27   35   19   25   25  7.460037 0.487906 SUCCESS 102
110010100   17   26   20   27   22   27   20   29  5.781256 0.671719 SUCCESS 103
110011000   18   24   29   32   22   25   32   34 11.699355 0.165130 SUCCESS 104
110011010   27   29   21   21   31   20   22   18  6.806662 0.557629 SUCCESS 105
110100000   27   14   22   27   19   23   22   23  7.042327 0.532073 SUCCESS 106
110100010   23   29   26   19   28   27   24   21  3.655639 0.886781 SUCCESS 107
110100100   16   33   30   24   28   23   31   25  9.953052 0.268337 SUCCESS 108
110101000   24   24   21   29   26   25   26   23  1.715376 0.988529 SUCCESS 109
110101010   32   37   24   20   24   31   26   30 13.293403 0.102145 SUCCESS 110
110101100   22   26   24   27   28   29   20   24  2.918855 0.939346 SUCCESS 111
110110000   20   29   24   17   37   20   18   24 13.331135 0.100953 SUCCESS 112
110110010   14   23   21   19   29   28   26   22  8.186890 0.415430 SUCCESS 113
110110100   28   26   28   26   26   32   30   20  6.022216 0.644743 SUCCESS 114
110111000   30   24   23   17   22   19   18   26  7.059539 0.530223 SUCCESS 115
110111010   14   31   17   21   14   22   25   19 15.310455 0.053383 SUCCESS 116
110111100   19   22   19   31   20   20   26   23  6.390277 0.603602 SUCCESS 117
111000000   21   28   31   23   24   20   29   27  4.978274 0.759896 SUCCESS 118
111000010   24   20   26   26   22   28   29   26  2.842727 0.943836 SUCCESS 119
111000100   24   33   25   24   28   17   24   30  7.368021 0.497496 SUCCESS 120
111000110   33   30   29   24   22   20   22   16  9.663105 0.289472 SUCCESS 121
111001000   27   23   22   17   34   14   30   29 13.645576 0.091484 SUCCESS 122
111001010   24   26   23   30   25   24   27   32  4.284519 0.830584 SUCCESS 123
111001100   29   26   29   26   17   28   28   33  8.564219 0.380379 SUCCESS 124
111010000   24   19   15   21   20   22   23   24  6.625942 0.577474 SUCCESS 125
111010010   18   25   28   25   16   17   18   26  9.465173 0.304585 SUCCESS 126
111010100   22   22   24   29   23   24   24   27  1.774292 0.987167 SUCCESS 127
111010110   20   31   17   22   35   29   26   21 11.485536 0.175676 SUCCESS 128
111011000   11   22   24   17   23   29   20   22 12.218347 0.141724 SUCCESS 129
111011010   31   22   27   18   24   35   31   21 11.215448 0.189788 SUCCESS 130
111011100   30   21   18   20   28   27   23   22  5.535661 0.699086 SUCCESS 131
111100000   27   27   22   22   29   24   26   31  3.919769 0.864289 SUCCESS 132
111100010   27   22   29   26   27   20   25   28  3.207478 0.920670 SUCCESS 133
111100100   27   19   26   25   30   20   26   28  4.452662 0.814150 SUCCESS 134
111100110   23   21   26   26   20   21   20   29  3.815176 0.873402 SUCCESS 135
111101000   25   28   24   24   25   26   22   26  1.054720 0.997878 SUCCESS 136
111101010   26   29   28   27   26   26   20   19  4.113729 0.846719 SUCCESS 137
111101100   16   19   19   17   23   23   30   25  9.287101 0.318658 SUCCESS 138
111101110   18   21   19   27   19   20   30   25  7.144272 0.521150 SUCCESS 139
111110000   33   24   20   25   28   34   28   32 11.429267 0.178542 SUCCESS 140
111110010   17   20   16   18   21   22   27   32 11.329308 0.183729 SUCCESS 141
111110100   29   23   28   19   17   23   26   20  6.094372 0.636662 SUCCESS 142
111110110   19   17   18   24   27   29   21   25  6.983411 0.538424 SUCCESS 143
111111000   34   22   26   26   32   23   27   24  7.191273 0.516144 SUCCESS 144
111111010   19   17   26   24   18   21   26   22  6.245304 0.619775 SUCCESS 145
111111100   25   18   26   23   27   22   21   30  4.290477 0.830011 SUCCESS 146
111111110   19   23   26   28   20   24   26   34  6.816592 0.556544 SUCCESS 147

